ID	probeset_id	ORF	synonym	pid	description	"	probe.id"
eco_gcs1_t08775	eco3209	gspJ	b3331	16131210	"predicted	general	secretory	pathway	component,	cryptic	"	"eco_gcs1_t08775;eco_gcs1_t08776;eco_gcs1_t08774													"
eco_gcs1_t10209	eco3740	yihS	b3880	90111658	"predicted	glucosamine	isomerase	"	"eco_gcs1_t10209;eco_gcs1_t10207;eco_gcs1_t10208;eco_gcs1_t10205;eco_gcs1_t10206																"
eco_gcs1_t11185	eco4146	sgcX	b4305	90111726	"KpLE2	phage-like	element;	predicted	endoglucanase	with	Zn-dependent	exopeptidase	domain	"	"eco_gcs1_t11185;eco_gcs1_t11186										"
eco_gcs1_t02846	eco1078	ycfZ	b1121	16129084	"predicted	inner	membrane	protein	"	"eco_gcs1_t02846;eco_gcs1_t02848;eco_gcs1_t02849;eco_gcs1_t02845;eco_gcs1_t02847															"
eco_gcs1_t03976	eco1453	ydeO	b1499	16129458	"predicted	DNA-binding	transcriptional	acfivator	"	"eco_gcs1_t03976;eco_gcs1_t03974;eco_gcs1_t03975;eco_gcs1_t03973;eco_gcs1_t03977;eco_gcs1_t03972															"
eco_gcs1_t03134	eco1182	narX	b1222	16129185	"sensory	histidine	kinase	in	two-component	regulatory	system	with	NarL	"	"eco_gcs1_t03134;eco_gcs1_t03132;eco_gcs1_t03130;eco_gcs1_t03133;eco_gcs1_t03131										"
eco_gcs1_t09946	eco3647	yifO	b3776	49176405	"hypothetical	protein	"	"eco_gcs1_t09946;eco_gcs1_t09947;eco_gcs1_t09948																	"
eco_gcs1_t07076	eco2544	yfjM	b2629	16130547	"CP4-57	prophage;	predicted	protein	"	"eco_gcs1_t07076;eco_gcs1_t07075															"
eco_gcs1_t05120	eco1849	otsB	b1897	16129849	"trehalose-6-phosphate	phosphatase,	biosynthetic	"	"eco_gcs1_t05120;eco_gcs1_t05118;eco_gcs1_t05119																"
eco_gcs1_t11918	eco2595	ygaH	b2683	16130595	"predicted	inner	membrane	protein	"	"eco_gcs1_t11918;eco_gcs1_t11917;eco_gcs1_t11916															"
eco_gcs1_t09094	eco3341	yhhF	b3465	16131337	"predicted	methyltransferase	"	"eco_gcs1_t09094																	"
eco_gcs1_t09599	eco3512	kdtA	b3633	16131504	"3-deoxy-D-manno-octulosonic-acid	transferase	"	"eco_gcs1_t09599;eco_gcs1_t09598																	"
eco_gcs1_t06536	eco2337	ptsI	b2416	16130342	"PEP-protein	phosphotransferase	of	PTS	system	(enzyme	I)	"	"eco_gcs1_t06536;eco_gcs1_t06539;eco_gcs1_t06540;eco_gcs1_t06535;eco_gcs1_t06537;eco_gcs1_t06538;eco_gcs1_t06541												"
eco_gcs1_t09168	eco3375	yhiR	b3499	16131371	"predicted	DNA	(exogenous)	processing	protein	"	"eco_gcs1_t09168;eco_gcs1_t09169														"
eco_gcs1_t00480	eco0191	proS	b0194	16128187	"prolyl-tRNA	synthetase	"	"eco_gcs1_t00480;eco_gcs1_t00482;eco_gcs1_t00481																	"
eco_gcs1_t08473	eco3098	arcB	b3210	49176326	"hybrid	sensory	histidine	kinase	in	two-component	regulatory	system	with	ArcA	"	"eco_gcs1_t08473;eco_gcs1_t08474;eco_gcs1_t08476;eco_gcs1_t08469;eco_gcs1_t08475;eco_gcs1_t08472;eco_gcs1_t08468;eco_gcs1_t08470;eco_gcs1_t08471									"
eco_gcs1_t11782	eco2030	yegV	b2100	16130038	"predicted	kinase	"	"eco_gcs1_t11782;eco_gcs1_t11780;eco_gcs1_t11783;eco_gcs1_t11781;eco_gcs1_t11779																	"
eco_gcs1_t04008	eco1460	hipA	b1507	16129466	"regulator	with	hipB	"	"eco_gcs1_t04008;eco_gcs1_t04010;eco_gcs1_t04009;eco_gcs1_t04007																"
eco_gcs1_t07643	eco2765	ygeP	b2862	16130765	"hypothetical	protein	"	"eco_gcs1_t07643;eco_gcs1_t07644																	"
eco_gcs1_t12016	eco3197	rplD	b3319	16131198	"50S	ribosomal	protein	L4	"	"eco_gcs1_t12016;eco_gcs1_t12017															"
eco_gcs1_t05860	eco2101	yeiP	b2171	90111399	"elongation	factor	P	"	"eco_gcs1_t05860;eco_gcs1_t05861																"
eco_gcs1_t01195	eco0487	allR	b0506	16128490	"DNA-binding	transcriptional	repressor	"	"eco_gcs1_t01195;eco_gcs1_t01193;eco_gcs1_t01196;eco_gcs1_t01194																"
eco_gcs1_t01206	eco0490	glxR	b0509	16128493	"tartronate	semialdehyde	reductase,	NADH-dependent	"	"eco_gcs1_t01206;eco_gcs1_t01207;eco_gcs1_t01208															"
eco_gcs1_t11145	eco4126	yjhV	b4286	16132107	"KpLE2	phage-like	element;	predicted	protein	"	"eco_gcs1_t11145;eco_gcs1_t11144														"
eco_gcs1_t01273	eco0512	sfmD	b0532	16128516	"predicted	outer	membrane	export	usher	protein	"	"eco_gcs1_t01273;eco_gcs1_t01275;eco_gcs1_t01268;eco_gcs1_t01272;eco_gcs1_t01276;eco_gcs1_t01274;eco_gcs1_t01277;eco_gcs1_t01270;eco_gcs1_t01271;eco_gcs1_t01269													"
eco_gcs1_t06787	eco2442	yfhM	b2520	16130445	"hypothetical	protein	"	"eco_gcs1_t06787;eco_gcs1_t06796;eco_gcs1_t06801;eco_gcs1_t06790;eco_gcs1_t06800;eco_gcs1_t06792;eco_gcs1_t06786;eco_gcs1_t06788;eco_gcs1_t06793;eco_gcs1_t06799;eco_gcs1_t06794;eco_gcs1_t06791;eco_gcs1_t06797;eco_gcs1_t06795;eco_gcs1_t06798;eco_gcs1_t06785;eco_gcs1_t06789																	"
eco_gcs1_t12253	eco1846	insA-5	b1894	16129846	"IS1	repressor	protein	InsA	"	"eco_gcs1_t12253;eco_gcs1_t12254															"
eco_gcs1_t01604	eco0628	ybeT	b0647	16128630	"conserved	outer	membrane	protein	"	"eco_gcs1_t01604;eco_gcs1_t01605;eco_gcs1_t01603;eco_gcs1_t01602															"
eco_gcs1_t03418	eco1285	ycjZ	b1328	16129289	"predicted	DNA-binding	transcriptional	regulator	"	"eco_gcs1_t03418;eco_gcs1_t03416;eco_gcs1_t03421;eco_gcs1_t03417;eco_gcs1_t03420;eco_gcs1_t03419															"
eco_gcs1_t02857	eco1081	potC	b1124	16129087	"spermidine/putrescine	ABC	transporter	membrane	protein	"	"eco_gcs1_t02857;eco_gcs1_t02856														"
eco_gcs1_t07325	eco2663	ygcH	b2756	16130663	"hypothetical	protein	"	"eco_gcs1_t07325;eco_gcs1_t07324;eco_gcs1_t07323;eco_gcs1_t07326;eco_gcs1_t07327;eco_gcs1_t07322																	"
eco_gcs1_t04175	eco1521	ydfW	b1567	16129526	"Qin	prophage;	predicted	protein	"	"eco_gcs1_t04175;eco_gcs1_t04176															"
eco_gcs1_t03135	eco1183	narK	b1223	16129186	"nitrate/nitrite	transporter	"	"eco_gcs1_t03135																	"
eco_gcs1_t09613	eco3521	pyrE	b3642	16131513	"orotate	phosphoribosyltransferase	"	"eco_gcs1_t09613																	"
eco_gcs1_t06571	eco2351	yfeW	b2430	90111432	"hypothetical	protein	"	"eco_gcs1_t06571;eco_gcs1_t06572;eco_gcs1_t06573;eco_gcs1_t06570																	"
eco_gcs1_t02299	eco0878	ycaQ	b0916	16128883	"hypothetical	protein	"	"eco_gcs1_t02299;eco_gcs1_t02300;eco_gcs1_t02298;eco_gcs1_t02297;eco_gcs1_t02296;eco_gcs1_t02295																	"
eco_gcs1_t03090	eco1159	ycgV	b1202	16129165	"predicted	adhesin	"	"eco_gcs1_t03090;eco_gcs1_t03080;eco_gcs1_t03088;eco_gcs1_t03082;eco_gcs1_t03089;eco_gcs1_t03087;eco_gcs1_t03084;eco_gcs1_t03083;eco_gcs1_t03081;eco_gcs1_t03085;eco_gcs1_t03086																	"
eco_gcs1_t03718	eco1377	ydcI	b1422	90111269	"predicted	DNA-binding	transcriptional	regulator	"	"eco_gcs1_t03718;eco_gcs1_t03716;eco_gcs1_t03715;eco_gcs1_t03717;eco_gcs1_t03714															"
eco_gcs1_t06623	eco2382	eutP	b2461	16130386	"conserved	protein	with	nucleoside	triphosphate	hydrolase	domain	"	"eco_gcs1_t06623;eco_gcs1_t06624												"
eco_gcs1_t09786	eco3589	tnaB	b3709	16131577	"tryptophan	transporter	of	low	affinity	"	"eco_gcs1_t09786;eco_gcs1_t09788;eco_gcs1_t09784;eco_gcs1_t09783;eco_gcs1_t09787;eco_gcs1_t09785														"
eco_gcs1_t05984	eco2147	atoS	b2219	16130156	"sensory	histidine	kinase	in	two-component	regulatory	system	with	AtoC	"	"eco_gcs1_t05984;eco_gcs1_t05983;eco_gcs1_t05989;eco_gcs1_t05988;eco_gcs1_t05985;eco_gcs1_t05986;eco_gcs1_t05987										"
eco_gcs1_t00195	eco0091	ddlB	b0092	16128085	"D-alanylalanine	synthetase	"	"eco_gcs1_t00195;eco_gcs1_t00196																	"
eco_gcs1_t05591	eco2005	yegJ	b2071	16130011	"hypothetical	protein	"	"eco_gcs1_t05591;eco_gcs1_t05592;eco_gcs1_t05589;eco_gcs1_t05590																	"
eco_gcs1_t06152	eco2201	yfbO	b2274	16130209	"hypothetical	protein	"	"eco_gcs1_t06152;eco_gcs1_t06151;eco_gcs1_t06150																	"
eco_gcs1_t05133	eco1852	araF	b1901	16129851	"L-arabinose	transporter	subunit	"	"eco_gcs1_t05133;eco_gcs1_t05132;eco_gcs1_t05134;eco_gcs1_t05131																"
eco_gcs1_t04789	eco1734	yeaG	b1783	16129737	"conserved	protein	with	nucleoside	triphosphate	hydrolase	domain	"	"eco_gcs1_t04789;eco_gcs1_t04793;eco_gcs1_t04791;eco_gcs1_t04790;eco_gcs1_t04788;eco_gcs1_t04792												"
eco_gcs1_t07116	eco2564	pinH	b2648	16130563	"predicted	invertase	fragment	(pseudogene)	"	"eco_gcs1_t07116															"
eco_gcs1_t03571	eco1333	uspF	b1376	90111262	"stress-induced	protein,	ATP-binding	protein	"	"eco_gcs1_t03571;eco_gcs1_t03570;eco_gcs1_t03569;eco_gcs1_t03572															"
eco_gcs1_t01885	eco0726	modA	b0763	16128731	"molybdate	transporter	subunit	"	"eco_gcs1_t01885;eco_gcs1_t01886																"
eco_gcs1_t08368	eco3051	mtr	b3161	16131053	"tryptophan	transporter	of	high	affinity	"	"eco_gcs1_t08368;eco_gcs1_t08367														"
eco_gcs1_t02709	eco1021	grxB	b1064	16129027	"glutaredoxin	2	(Grx2)	"	"eco_gcs1_t02709;eco_gcs1_t02711;eco_gcs1_t02710																"
eco_gcs1_t09626	eco3527	gmk	b3648	16131519	"guanylate	kinase	"	"eco_gcs1_t09626;eco_gcs1_t09628;eco_gcs1_t09627																	"
eco_gcs1_t00376	eco0153	yadR	b0156	16128149	"hypothetical	protein	"	"eco_gcs1_t00376																	"
eco_gcs1_t11505	eco0273	yagQ	b0283	16128268	"hypothetical	protein	"	"eco_gcs1_t11505;eco_gcs1_t11506																	"
eco_gcs1_t05419	eco1954	hisG	b2019	16129960	"ATP	phosphoribosyltransferase	"	"eco_gcs1_t05419;eco_gcs1_t05420																	"
eco_gcs1_t10594	eco3894	yjbM	b4048	16131874	"hypothetical	protein	"	"eco_gcs1_t10594;eco_gcs1_t10595;eco_gcs1_t10591;eco_gcs1_t10593;eco_gcs1_t10592;eco_gcs1_t10590																	"
eco_gcs1_t10884	eco4013	yjeE	b4168	16131990	"ATPase	with	strong	ADP	affinity	"	"eco_gcs1_t10884;eco_gcs1_t10885														"
eco_gcs1_t06275	eco2259	yfcO	b2332	90111420	"hypothetical	protein	"	"eco_gcs1_t06275;eco_gcs1_t06278;eco_gcs1_t06276;eco_gcs1_t06274;eco_gcs1_t06277																	"
eco_gcs1_t00792	eco0321	prpC	b0333	16128318	"2-methylcitrate	synthase	"	"eco_gcs1_t00792;eco_gcs1_t00790;eco_gcs1_t00793;eco_gcs1_t00791																	"
eco_gcs1_t01407	eco0556	cusA	b0575	16128558	"copper/silver	efflux	system,	membrane	component	"	"eco_gcs1_t01407;eco_gcs1_t01402;eco_gcs1_t01404;eco_gcs1_t01405;eco_gcs1_t01406;eco_gcs1_t01408;eco_gcs1_t01403														"
eco_gcs1_t12285	eco0311	yahH	b0322	94541096	"hypothetical	protein	"	"eco_gcs1_t12285;eco_gcs1_t12284																	"
eco_gcs1_t00971	eco0397	ribD	b0414	16128399	"fused	diaminohydroxyphosphoribosylaminopyrimidine	deaminase	and	5-amino-6-(5-phosphoribosylamino)	uracil	reductase	"	"eco_gcs1_t00971;eco_gcs1_t00972;eco_gcs1_t00970;eco_gcs1_t00973												"
eco_gcs1_t07020	eco2531	yfjB	b2615	16130534	"inorganic	polyphosphate/ATP-NAD	kinase	"	"eco_gcs1_t07020;eco_gcs1_t07019;eco_gcs1_t07021																"
eco_gcs1_t12352	eco4361	rrsC	b3756	49175990	"16S	ribosomal	RNA	"	"eco_gcs1_t12352;eco_gcs1_t12351;eco_gcs1_t12353																"
eco_gcs1_t05956	eco2142	yojL	b2214	16130151	"predicted	thiamine	biosynthesis	lipoprotein	"	"eco_gcs1_t05956;eco_gcs1_t05957;eco_gcs1_t05958															"
eco_gcs1_t11699	eco1232	yciX_1	b4522	94541107	"hypothetical	protein	"	"eco_gcs1_t11699																	"
eco_gcs1_t11650	eco0919	ompA	b0957	16128924	"outer	membrane	protein	A	(3a;II*;G;d)	"	"eco_gcs1_t11650;eco_gcs1_t11653;eco_gcs1_t11652;eco_gcs1_t11654;eco_gcs1_t11651;eco_gcs1_t11655														"
eco_gcs1_t11728	eco1438	ddpD	b1484	16129443	"D-ala-D-ala	transporter	subunit	"	"eco_gcs1_t11728;eco_gcs1_t11726;eco_gcs1_t11727;eco_gcs1_t11725;eco_gcs1_t11724																"
eco_gcs1_t09943	eco3645	ilvC	b3774	16131632	"ketol-acid	reductoisomerase	"	"eco_gcs1_t09943;eco_gcs1_t09942;eco_gcs1_t09944																	"
eco_gcs1_t00182	eco0085	murF	b0086	16128079	"UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D-alanine	ligase	"	"eco_gcs1_t00182																	"
eco_gcs1_t06477	eco2319	nupC	b2393	16130325	"nucleoside	(except	guanosine)	transporter	"	"eco_gcs1_t06477;eco_gcs1_t06479;eco_gcs1_t06478															"
eco_gcs1_t07036	eco2537	intA	b2622	16130540	"CP4-57	prophage;	integrase	"	"eco_gcs1_t07036;eco_gcs1_t07040;eco_gcs1_t07039;eco_gcs1_t07037;eco_gcs1_t07035;eco_gcs1_t07038																"
eco_gcs1_t06864	eco2472	yphH	b2550	90111457	"predicted	DNA-binding	transcriptional	regulator	"	"eco_gcs1_t06864;eco_gcs1_t06863;eco_gcs1_t06865;eco_gcs1_t06862;eco_gcs1_t06866															"
eco_gcs1_t12494	eco4329	serV	b2695	49175990	"Anticodon:	GCT	"	"eco_gcs1_t12494																	"
eco_gcs1_t10182	eco3736	yihO	b3876	49176435	"predited	transporter	"	"eco_gcs1_t10182;eco_gcs1_t10184;eco_gcs1_t10181;eco_gcs1_t10180;eco_gcs1_t10183;eco_gcs1_t10185																	"
eco_gcs1_t08236	eco2998	yhaI	b3104	16130999	"predicted	inner	membrane	protein	"	"eco_gcs1_t08236															"
eco_gcs1_t06676	eco2399	nlpB	b2477	90111442	"lipoprotein	"	"eco_gcs1_t06676																		"
eco_gcs1_t03773	eco1393	ydcR	b1439	16129398	"fused	predicted	DNA-binding	transcriptional	regulator/predicted	amino	transferase	"	"eco_gcs1_t03773;eco_gcs1_t03774;eco_gcs1_t03777;eco_gcs1_t03776;eco_gcs1_t03775;eco_gcs1_t03778												"
eco_gcs1_t11009	eco4074	ytfT	b4230	90111709	"predicted	sugar	transporter	subunit:	membrane	component	of	ABC	superfamily	"	"eco_gcs1_t11009										"
eco_gcs1_t05513	eco1977	wcaM	b2043	16129983	"predicted	colanic	acid	biosynthesis	protein	"	"eco_gcs1_t05513;eco_gcs1_t05514;eco_gcs1_t05515;eco_gcs1_t05516;eco_gcs1_t05512;eco_gcs1_t05511														"
eco_gcs1_t01782	eco0686	ybgO	b0716	90111164	"predicted	fimbrial-like	adhesin	protein	"	"eco_gcs1_t01782;eco_gcs1_t01779;eco_gcs1_t01778;eco_gcs1_t01781;eco_gcs1_t01780;eco_gcs1_t01777															"
eco_gcs1_t08878	eco3248	yhfL	b3369	16131247	"conserved	secreted	peptide	"	"eco_gcs1_t08878																"
eco_gcs1_t12065	eco3525	yicG	b3646	90111627	"conserved	inner	membrane	protein	"	"eco_gcs1_t12065;eco_gcs1_t12064															"
eco_gcs1_t04185	eco1529	ydfD	b1576	16129534	"Qin	prophage;	predicted	protein	"	"eco_gcs1_t04185;eco_gcs1_t04184															"
eco_gcs1_t05012	eco1810	znuC	b1858	16129811	"high-affinity	zinc	transporter	ATPase	"	"eco_gcs1_t05012;eco_gcs1_t05008;eco_gcs1_t05009;eco_gcs1_t05010;eco_gcs1_t05011															"
eco_gcs1_t04157	eco1510	essQ	b1556	90111295	"Qin	prophage;	predicted	S	lysis	protein	"	"eco_gcs1_t04157													"
eco_gcs1_t10385	eco3817	argB	b3959	90111669	"acetylglutamate	kinase	"	"eco_gcs1_t10385																	"
eco_gcs1_t01907	eco0733	ybhI	b0770	16128738	"predicted	transporter	"	"eco_gcs1_t01907;eco_gcs1_t01904;eco_gcs1_t01908;eco_gcs1_t01906;eco_gcs1_t01905																	"
eco_gcs1_t11626	eco0789	moeB	b0826	16128794	"molybdopterin	biosynthesis	protein	MoeB	"	"eco_gcs1_t11626;eco_gcs1_t11625															"
eco_gcs1_t09276	eco3406	bcsC	b3530	90111608	"cellulose	synthase	subunit	"	"eco_gcs1_t09276;eco_gcs1_t09275																"
eco_gcs1_t00236	eco0109	aroP	b0112	16128105	"aromatic	amino	acid	transporter	"	"eco_gcs1_t00236;eco_gcs1_t00237;eco_gcs1_t00235;eco_gcs1_t00234															"
eco_gcs1_t12455	eco4253	aspV	b0216	49175990	"Anticodon:	GTC	"	"eco_gcs1_t12455																	"
eco_gcs1_t08817	eco3218	fusA	b3340	16131219	"elongation	factor	EF-2	"	"eco_gcs1_t08817;eco_gcs1_t08815;eco_gcs1_t08814;eco_gcs1_t08816;eco_gcs1_t08813;eco_gcs1_t08812																"
eco_gcs1_t01130	eco0459	gsk	b0477	16128461	"inosine/guanosine	kinase	"	"eco_gcs1_t01130;eco_gcs1_t01129;eco_gcs1_t01127;eco_gcs1_t01128;eco_gcs1_t01131																	"
eco_gcs1_t00966	eco0395	yajI	b0412	90111129	"predicted	lipoprotein	"	"eco_gcs1_t00966;eco_gcs1_t00968;eco_gcs1_t00967																	"
eco_gcs1_t08921	eco3268	aroK	b3390	90111581	"shikimate	kinase	I	"	"eco_gcs1_t08921;eco_gcs1_t08922																"
eco_gcs1_t10311	eco3786	glpF	b3927	16131765	"glycerol	facilitator	"	"eco_gcs1_t10311;eco_gcs1_t10310;eco_gcs1_t10309;eco_gcs1_t10313;eco_gcs1_t10312																	"
eco_gcs1_t01233	eco0497	allC	b0516	16128500	"N-carbamoyl-L-amino	acid	amidohydrolase	"	"eco_gcs1_t01233;eco_gcs1_t01234;eco_gcs1_t01235;eco_gcs1_t01237;eco_gcs1_t01236;eco_gcs1_t01232																"
eco_gcs1_t07890	eco2852	yggU	b2953	90111518	"hypothetical	protein	"	"eco_gcs1_t07890																	"
eco_gcs1_t02569	eco0978	putP	b1015	16128981	"proline:sodium	symporter	"	"eco_gcs1_t02569;eco_gcs1_t02572;eco_gcs1_t02571;eco_gcs1_t02570																	"
eco_gcs1_t07341	eco2667	ygcL	b2760	16130667	"hypothetical	protein	"	"eco_gcs1_t07341;eco_gcs1_t07344;eco_gcs1_t07342;eco_gcs1_t07340;eco_gcs1_t07345;eco_gcs1_t07343																	"
eco_gcs1_t07949	eco2872	yghK	b2975	16130875	"glycolate	transporter	"	"eco_gcs1_t07949;eco_gcs1_t07946;eco_gcs1_t07948;eco_gcs1_t07947																	"
eco_gcs1_t05995	eco2150	atoA	b2222	16130159	"acetyl-CoA:acetoacetyl-CoA	transferase,	beta	subunit	"	"eco_gcs1_t05995;eco_gcs1_t05996															"
eco_gcs1_t11830	eco2207	nuoJ	b2280	16130215	"NADH	dehydrogenase	subunit	J	"	"eco_gcs1_t11830;eco_gcs1_t11831;eco_gcs1_t11832															"
eco_gcs1_t12041	eco3357	nikR	b3481	16131353	"nickel	responsive	regulator	"	"eco_gcs1_t12041;eco_gcs1_t12040;eco_gcs1_t12042																"
eco_gcs1_t00072	eco0037	caiC	b0037	49175993	"crotonobetaine/carnitine-CoA	ligase	"	"eco_gcs1_t00072;eco_gcs1_t00074;eco_gcs1_t00076;eco_gcs1_t00073;eco_gcs1_t00075																	"
eco_gcs1_t07724	eco2784	ygfO	b2882	90111507	"predicted	transporter	"	"eco_gcs1_t07724;eco_gcs1_t07725;eco_gcs1_t07723;eco_gcs1_t07722;eco_gcs1_t07721																	"
eco_gcs1_t04657	eco1688	chbC	b1737	16129691	"N,N'-diacetylchitobiose-specific	enzyme	IIC	component	of	PTS	"	"eco_gcs1_t04657;eco_gcs1_t04655;eco_gcs1_t04658;eco_gcs1_t04656													"
eco_gcs1_t02508	eco0947	ymcC	b0986	16128952	"predicted	outer	membrane	lipoprotein	"	"eco_gcs1_t02508;eco_gcs1_t02509;eco_gcs1_t02510															"
eco_gcs1_t00349	eco0141	yadB	b0144	16128137	"glutamyl-Q	tRNA(Asp)	synthetase	"	"eco_gcs1_t00349;eco_gcs1_t00350																"
eco_gcs1_t08557	eco3124	argR	b3237	16131127	"arginine	repressor	"	"eco_gcs1_t08557;eco_gcs1_t08556;eco_gcs1_t08558;eco_gcs1_t08559																	"
eco_gcs1_t11316	eco4187	mcrB	b4346	90111737	"5-methylcytosine-specific	restriction	enzyme	McrBC,	subunit	McrB	"	"eco_gcs1_t11316;eco_gcs1_t11314;eco_gcs1_t11313;eco_gcs1_t11312;eco_gcs1_t11315;eco_gcs1_t11317													"
eco_gcs1_t03028	eco1143	nhaB	b1186	16129149	"sodium/proton	antiporter	"	"eco_gcs1_t03028;eco_gcs1_t03029;eco_gcs1_t03030;eco_gcs1_t03027																	"
eco_gcs1_t00090	eco0042	fixB	b0042	16128036	"predicted	electron	transfer	flavoprotein,	NAD/FAD-binding	domain	and	ETFP	adenine	nucleotide-binding	domain-like	"	"eco_gcs1_t00090								"
eco_gcs1_t05667	eco2035	yohL	b2105	16130043	"hypothetical	protein	"	"eco_gcs1_t05667																	"
eco_gcs1_t11457	eco0061	araD	b0061	16128055	"L-ribulose-5-phosphate	4-epimerase	"	"eco_gcs1_t11457;eco_gcs1_t11456;eco_gcs1_t11458																	"
eco_gcs1_t10630	eco3908	soxS	b4062	16131888	"DNA-binding	transcriptional	dual	regulator	"	"eco_gcs1_t10630															"
eco_gcs1_t03588	eco1338	ldhA	b1380	16129341	"D-lactate	dehydrogenase	"	"eco_gcs1_t03588;eco_gcs1_t03587;eco_gcs1_t03586;eco_gcs1_t03589																	"
eco_gcs1_t00294	eco0128	panD	b0131	16128124	"aspartate	1-decarboxylase	precursor	"	"eco_gcs1_t00294																"
eco_gcs1_t09047	eco3313	gntK	b3437	90111591	"gluconate	kinase	2	"	"eco_gcs1_t09047																"
eco_gcs1_t10856	eco4001	frdB	b4153	16131978	"fumarate	reductase	(anaerobic),	Fe-S	subunit	"	"eco_gcs1_t10856														"
eco_gcs1_t05885	eco2107	yejA	b2177	90111401	"predicted	oligopeptide	transporter	subunit	"	"eco_gcs1_t05885;eco_gcs1_t05881;eco_gcs1_t05883;eco_gcs1_t05882;eco_gcs1_t05886;eco_gcs1_t05884															"
eco_gcs1_t09032	eco3308	glgX	b3431	16131305	"glycogen	debranching	enzyme	"	"eco_gcs1_t09032;eco_gcs1_t09033;eco_gcs1_t09036;eco_gcs1_t09034;eco_gcs1_t09035																"
eco_gcs1_t06992	eco2520	yfiR	b2603	16130524	"hypothetical	protein	"	"eco_gcs1_t06992;eco_gcs1_t06991;eco_gcs1_t06994;eco_gcs1_t06993																	"
eco_gcs1_t07162	eco2582	ygaW	b2670	16130584	"predicted	inner	membrane	protein	"	"eco_gcs1_t07162;eco_gcs1_t07161															"
eco_gcs1_t07361	eco2670	cysI	b2763	16130670	"sulfite	reductase,	beta	subunit,	NAD(P)-binding,	heme-binding	"	"eco_gcs1_t07361;eco_gcs1_t07360													"
eco_gcs1_t04885	eco1767	yoaE	b1816	16129770	"fused	predicted	membrane	protein/conserved	protein	"	"eco_gcs1_t04885;eco_gcs1_t04886;eco_gcs1_t04887														"
eco_gcs1_t02120	eco0823	artJ	b0860	16128828	"arginine	transporter	subunit	"	"eco_gcs1_t02120;eco_gcs1_t02121;eco_gcs1_t02119;eco_gcs1_t02118																"
eco_gcs1_t07680	eco2774	ygeY	b2872	16130774	"hypothetical	protein	"	"eco_gcs1_t07680;eco_gcs1_t07678;eco_gcs1_t07679;eco_gcs1_t07677																	"
eco_gcs1_t05179	eco1870	fliA	b1922	49176170	"flagellar	biosynthesis	sigma	factor	"	"eco_gcs1_t05179;eco_gcs1_t05180															"
eco_gcs1_t10917	eco4030	yjfM	b4185	16132007	"hypothetical	protein	"	"eco_gcs1_t10917;eco_gcs1_t10915;eco_gcs1_t10916																	"
eco_gcs1_t05622	eco2018	yegS	b2086	16130026	"hypothetical	protein	"	"eco_gcs1_t05622;eco_gcs1_t05620;eco_gcs1_t05621																	"
eco_gcs1_t10475	eco3851	yjaH	b4001	16131831	"hypothetical	protein	"	"eco_gcs1_t10475																	"
eco_gcs1_t08890	eco3253	frlR	b3375	90111578	"predicted	DNA-binding	transcriptional	regulator	"	"eco_gcs1_t08890;eco_gcs1_t08889;eco_gcs1_t08888															"
eco_gcs1_t10945	eco4049	yjfZ	b4204	16132026	"hypothetical	protein	"	"eco_gcs1_t10945;eco_gcs1_t10948;eco_gcs1_t10949;eco_gcs1_t10946;eco_gcs1_t10947																	"
eco_gcs1_t08848	eco3236	crp	b3357	16131236	"DNA-binding	transcriptional	dual	regulator	"	"eco_gcs1_t08848;eco_gcs1_t08846;eco_gcs1_t08847;eco_gcs1_t08845															"
eco_gcs1_t06463	eco2312	ypdF	b2385	16130317	"predicted	peptidase	"	"eco_gcs1_t06463;eco_gcs1_t06462																	"
eco_gcs1_t12282	eco3415	ldrD	b4453	49176368	"toxic	polypeptide,	small	"	"eco_gcs1_t12282																"
eco_gcs1_t11431	eco4236	rob	b4396	16132213	"DNA-binding	transcriptional	activator	"	"eco_gcs1_t11431;eco_gcs1_t11432																"
eco_gcs1_t00596	eco0243	perR	b0254	16128239	"CP4-6	prophage;	predicted	DNA-binding	transcriptional	regulator	"	"eco_gcs1_t00596;eco_gcs1_t00597;eco_gcs1_t00593;eco_gcs1_t00594;eco_gcs1_t00595													"
eco_gcs1_t12059	eco3419	dppC	b3542	16131414	"dipeptide	transporter	"	"eco_gcs1_t12059;eco_gcs1_t12058;eco_gcs1_t12060																	"
eco_gcs1_t10553	eco3880	malE	b4034	16131860	"maltose	ABC	transporter	periplasmic	protein	"	"eco_gcs1_t10553;eco_gcs1_t10554;eco_gcs1_t10556;eco_gcs1_t10555;eco_gcs1_t10558;eco_gcs1_t10557														"
eco_gcs1_t00714	eco0295	ykgD	b0305	16128290	"predicted	DNA-binding	transcriptional	regulator	"	"eco_gcs1_t00714;eco_gcs1_t00713															"
